timestamp,sensor_id,location,temperature_celsius,humidity_percent,pressure_hpa,air_quality_aqi,status
2024-01-02 02:00:00,SENSOR_001,Location_B,17.7,81.1,1003.92,48.1,active
2024-01-02 03:00:00,SENSOR_001,location_b,19.62,87.1,1010.55,70.1,active
2024-01-02 04:00:00,SENSOR_001,Location_B,20.7,,1023.89,57.0,active
2024-01-02 05:00:00,SENSOR_001,Location_B,23.24,,1014.51,52.8,active
2024-01-02 06:00:00,SENSOR_001,Location_B,25.17,86.6,1000.71,45.1,active
2024-01-02 07:00:00,SENSOR_001,Location_B,25.45,76.5,1003.6,79.4,active
2024-01-02 08:00:00,SENSOR_001,Location_B,30.11,71.8,986.38,58.0,active
2024-01-02 09:00:00,SENSOR_001,Location_B,29.65,67.6,1021.69,86.1,active
2024-01-02 10:00:00,SENSOR_001,Location_B,30.79,65.4,1030.3,68.3,active
2024-01-02 11:00:00,SENSOR_001,Location_B,32.86,60.0,1003.15,48.8,active
2024-01-02 12:00:00,SENSOR_001,Location_B,35.91,62.5,1000.13,25.7,active
2024-01-02 13:00:00,SENSOR_001,location_b,34.28,57.4,1016.17,62.8,active
2024-01-02 14:00:00,SENSOR_001,Location_B,31.89,76.2,1017.14,40.8,active
2024-01-02 15:00:00,SENSOR_001,Location_B,31.95,,1037.98,37.4,active
2024-01-02 16:00:00,SENSOR_001,Location_B,29.03,66.8,991.18,65.8,active
2024-01-02 17:00:00,SENSOR_001,Location_B,31.08,64.1,1000.37,74.4,active
2024-01-02 18:00:00,SENSOR_001,Location_B,25.85,69.7,1006.24,68.6,active
2024-01-02 19:00:00,SENSOR_001,Location_B,,87.6,1005.04,76.0,active
2024-01-02 20:00:00,SENSOR_001,Location_B,18.86,83.3,1011.87,34.7,active
2024-01-02 21:00:00,SENSOR_001,Location_B,21.26,,1001.74,71.5,active
2024-01-02 22:00:00,SENSOR_001,Location_B,17.54,,1012.58,65.5,active
2024-01-02 23:00:00,SENSOR_001,location_b,15.57,88.7,1029.01,35.3,active
2024-01-03 00:00:00,SENSOR_001,Location_B,18.6,92.4,1006.4,51.7,active
2024-01-03 01:00:00,SENSOR_001,Location_B,22.0,87.4,1009.48,73.9,active
2024-01-03 02:00:00,SENSOR_001,Location_B,17.0,91.1,1027.03,54.1,active
2024-01-03 03:00:00,SENSOR_001,Location_B,19.27,83.0,993.16,54.0,active
2024-01-03 04:00:00,SENSOR_001,Location_B,19.07,77.7,1024.2,41.5,active
2024-01-03 05:00:00,SENSOR_001,Location_B,19.85,92.4,1013.2,9.3,active
2024-01-03 06:00:00,SENSOR_001,Location_B,26.69,78.2,1018.0,50.6,active
2024-01-03 07:00:00,SENSOR_001,Location_B,28.66,74.6,1027.05,81.6,active
2024-01-03 08:00:00,SENSOR_001,Location_B,25.23,69.9,1032.73,89.0,active
2024-01-03 09:00:00,SENSOR_001,Location_B,30.42,67.9,1010.4,69.9,active
2024-01-03 10:00:00,SENSOR_001,Location_B,29.25,,1017.29,48.6,active
2024-01-03 11:00:00,SENSOR_001,Location_B,27.8,79.4,1031.52,58.1,active
2024-01-03 12:00:00,SENSOR_001,location_b,96.0,63.4,1024.66,37.2,active
2024-01-03 13:00:00,SENSOR_001,Location_B,34.02,62.9,1011.62,42.5,active
2024-01-03 14:00:00,SENSOR_001,Location_B,32.61,62.8,1012.4,29.5,active
2024-01-03 15:00:00,SENSOR_001,Location_B,29.4,63.6,1012.68,58.4,active
2024-01-03 16:00:00,SENSOR_001,Location_B,30.7,65.0,1002.78,56.0,active
2024-01-03 17:00:00,SENSOR_001,Location_B,26.75,67.2,1020.39,82.6,active
2024-01-03 18:00:00,SENSOR_001,Location_B,23.78,75.6,1027.23,66.8,active
2024-01-03 19:00:00,SENSOR_001,Location_B,22.68,71.6,1013.41,76.1,active
2024-01-03 20:00:00,SENSOR_001,location_b,21.85,81.4,1019.81,69.9,active
2024-01-03 21:00:00,SENSOR_001,Location_B,21.23,82.4,1015.09,53.9,active
2024-01-03 22:00:00,SENSOR_001,Location_B,18.32,91.7,1016.11,39.6,active
2024-01-03 23:00:00,SENSOR_001,Location_B,16.65,90.6,1002.35,51.5,active
2024-01-04 00:00:00,SENSOR_001,Location_B,,83.0,1008.9,43.7,active
2024-01-04 01:00:00,SENSOR_001,Location_B,22.47,82.4,1019.34,38.6,active
2024-01-04 02:00:00,SENSOR_001,Location_B,17.77,89.3,1017.21,37.0,active
2024-01-04 03:00:00,SENSOR_001,Location_B,16.14,85.2,1005.62,44.9,active
2024-01-04 04:00:00,SENSOR_001,Location_B,19.58,83.7,1007.45,62.4,active
2024-01-04 05:00:00,SENSOR_001,Location_B,26.09,80.3,1038.2,61.4,active
2024-01-04 06:00:00,SENSOR_001,Location_B,24.88,80.6,1000.81,43.0,active
2024-01-04 07:00:00,SENSOR_001,location_b,25.34,76.0,1033.21,73.4,active
2024-01-04 08:00:00,SENSOR_001,Location_B,28.9,72.4,1032.83,71.6,active
2024-01-04 09:00:00,SENSOR_001,Location_B,27.9,75.3,1028.77,91.6,active
2024-01-04 10:00:00,SENSOR_001,Location_B,31.43,68.7,1005.0,66.3,active
2024-01-04 11:00:00,SENSOR_001,Location_B,32.64,61.2,1010.23,21.9,active
2024-01-04 12:00:00,SENSOR_001,Location_B,34.67,56.9,1018.11,35.6,active
2024-01-04 13:00:00,SENSOR_001,location_b,32.7,66.3,1008.03,56.9,active
2024-01-04 14:00:00,SENSOR_001,Location_B,,65.7,1004.9,54.4,active
2024-01-04 15:00:00,SENSOR_001,Location_B,30.74,64.9,1018.73,56.1,active
2024-01-04 16:00:00,SENSOR_001,Location_B,30.21,75.1,1019.07,46.3,active
2024-01-04 17:00:00,SENSOR_001,Location_B,25.36,73.3,1017.61,80.9,active
2024-01-04 18:00:00,SENSOR_001,Location_B,25.13,75.6,1024.54,78.9,active
2024-01-04 19:00:00,SENSOR_001,Location_B,22.79,84.5,1009.75,78.7,active
2024-01-04 20:00:00,SENSOR_001,Location_B,20.13,91.2,997.14,66.5,active
2024-01-04 21:00:00,SENSOR_001,Location_B,22.41,71.0,1032.79,64.9,active
2024-01-04 22:00:00,SENSOR_001,Location_B,14.75,95.5,997.47,84.8,active
2024-01-04 23:00:00,SENSOR_001,Location_B,18.46,91.5,1013.63,64.6,active
2024-01-05 00:00:00,SENSOR_001,Location_B,16.28,88.7,1011.06,59.6,active
2024-01-05 01:00:00,SENSOR_001,Location_B,14.26,89.3,1015.46,44.9,active
2024-01-05 02:00:00,SENSOR_001,Location_B,23.61,74.2,1013.44,44.3,active
2024-01-05 03:00:00,SENSOR_001,Location_B,16.24,86.9,1021.18,48.7,active
2024-01-05 04:00:00,SENSOR_001,Location_B,23.93,83.8,1010.6,46.7,active
2024-01-05 05:00:00,SENSOR_001,Location_B,21.15,74.7,999.19,54.2,active
2024-01-05 06:00:00,SENSOR_001,Location_B,24.39,81.2,1017.21,42.9,active
2024-01-05 07:00:00,SENSOR_001,location_b,26.98,64.6,1018.72,81.0,active
2024-01-05 08:00:00,SENSOR_001,Location_B,27.58,67.8,1004.44,88.3,active
2024-01-05 09:00:00,SENSOR_001,Location_B,28.08,80.8,1004.63,52.0,active
2024-01-05 10:00:00,SENSOR_001,Location_B,33.1,57.9,1013.76,73.1,active
2024-01-05 11:00:00,SENSOR_001,Location_B,31.62,66.6,994.72,40.6,active
2024-01-05 12:00:00,SENSOR_001,Location_B,33.74,64.5,1008.71,69.1,active
2024-01-05 13:00:00,SENSOR_001,location_b,30.73,77.1,1006.53,26.5,active
2024-01-05 14:00:00,SENSOR_001,Location_B,34.2,63.6,1012.4,53.7,active
2024-01-05 15:00:00,SENSOR_001,location_b,30.75,65.9,1018.23,77.3,active
2024-01-05 16:00:00,SENSOR_001,Location_B,30.49,74.9,1017.35,39.2,active
2024-01-05 17:00:00,SENSOR_001,Location_B,24.41,88.0,1011.55,103.3,active
2024-01-05 18:00:00,SENSOR_001,Location_B,26.69,72.0,1018.59,93.4,active
2024-01-05 19:00:00,SENSOR_001,Location_B,19.6,82.4,1015.59,71.3,active
2024-01-05 20:00:00,SENSOR_001,Location_B,20.44,86.5,1014.96,62.5,active
2024-01-05 21:00:00,SENSOR_001,Location_B,20.4,83.3,1018.67,55.7,active
2024-01-05 22:00:00,SENSOR_001,Location_B,17.2,91.4,1009.39,103.6,active
2024-01-05 23:00:00,SENSOR_001,Location_B,17.2,82.0,1007.58,38.7,active
2024-01-06 00:00:00,SENSOR_001,location_b,13.89,87.8,1014.84,41.1,active
2024-01-06 01:00:00,SENSOR_001,Location_B,16.46,81.5,998.74,30.8,active
2024-01-06 02:00:00,SENSOR_001,Location_B,15.23,86.4,1005.09,57.8,active
2024-01-06 03:00:00,SENSOR_001,Location_B,20.28,88.7,1011.67,43.1,active
2024-01-06 04:00:00,SENSOR_001,Location_B,19.26,,1015.65,67.9,active
2024-01-06 05:00:00,SENSOR_001,Location_B,24.6,83.8,1021.9,56.2,active
2024-01-06 06:00:00,SENSOR_001,Location_B,22.77,77.0,1032.13,65.4,active
2024-01-06 07:00:00,SENSOR_001,Location_B,26.53,73.4,1025.18,80.0,active
2024-01-06 08:00:00,SENSOR_001,Location_B,28.95,81.0,1028.71,62.8,active
2024-01-06 09:00:00,SENSOR_001,Location_B,34.59,58.3,995.71,66.6,active
2024-01-06 10:00:00,SENSOR_001,Location_B,31.31,72.2,997.38,38.1,active
2024-01-06 11:00:00,SENSOR_001,Location_B,33.75,65.6,1010.76,51.2,active
2024-01-06 12:00:00,SENSOR_001,location_b,34.12,73.4,1007.25,43.9,active
2024-01-06 13:00:00,SENSOR_001,Location_B,31.0,,1015.37,57.9,active
2024-01-06 14:00:00,SENSOR_001,Location_B,37.18,50.6,1000.01,57.6,active
2024-01-06 15:00:00,SENSOR_001,Location_B,32.81,67.3,1026.06,42.9,active
2024-01-06 16:00:00,SENSOR_001,location_b,27.88,69.2,1013.83,35.5,active
2024-01-06 17:00:00,SENSOR_001,Location_B,28.77,64.6,1013.77,92.4,active
2024-01-06 18:00:00,SENSOR_001,Location_B,23.57,73.1,1011.82,62.6,active
2024-01-06 19:00:00,SENSOR_001,Location_B,26.95,80.2,1023.09,97.1,active
2024-01-06 20:00:00,SENSOR_001,Location_B,18.83,,1011.86,71.9,active
2024-01-06 21:00:00,SENSOR_001,Location_B,18.26,94.2,999.58,42.0,active
2024-01-06 22:00:00,SENSOR_001,location_b,17.37,98.9,1019.5,48.9,active
2024-01-06 23:00:00,SENSOR_001,location_b,19.8,76.0,1012.78,78.5,active
2024-01-07 00:00:00,SENSOR_001,Location_B,20.52,88.7,1013.32,41.3,active
2024-01-07 01:00:00,SENSOR_001,location_b,14.79,93.1,1012.35,78.0,active
2024-01-07 02:00:00,SENSOR_001,Location_B,17.65,89.9,1025.14,63.1,active
2024-01-07 03:00:00,SENSOR_001,Location_B,20.44,82.0,1023.52,56.3,active
2024-01-07 04:00:00,SENSOR_001,Location_B,20.85,91.9,1030.02,49.8,active
2024-01-07 05:00:00,SENSOR_001,Location_B,20.62,78.5,1018.33,52.7,active
2024-01-07 06:00:00,SENSOR_001,Location_B,25.1,74.5,1012.06,44.4,active
2024-01-07 07:00:00,SENSOR_001,location_b,26.44,71.5,1029.0,57.5,active
2024-01-07 08:00:00,SENSOR_001,Location_B,24.82,82.7,1017.67,98.3,active
2024-01-07 09:00:00,SENSOR_001,location_b,31.56,68.1,1009.69,74.3,active
2024-01-07 10:00:00,SENSOR_001,Location_B,31.32,69.4,1006.28,58.5,active
2024-01-07 11:00:00,SENSOR_001,Location_B,29.93,77.4,1011.99,38.7,active
2024-01-07 12:00:00,SENSOR_001,location_b,31.01,72.7,1024.05,36.2,active
2024-01-07 13:00:00,SENSOR_001,Location_B,32.68,67.9,1012.69,62.6,active
2024-01-07 14:00:00,SENSOR_001,Location_B,31.92,73.8,1012.4,31.5,active
2024-01-07 15:00:00,SENSOR_001,location_b,29.5,71.5,1016.8,65.8,active
2024-01-07 16:00:00,SENSOR_001,Location_B,24.51,79.1,1004.06,52.0,active
2024-01-07 17:00:00,SENSOR_001,Location_B,27.04,75.7,1015.27,76.5,active
2024-01-07 18:00:00,SENSOR_001,Location_B,25.69,79.6,1009.79,84.1,active
2024-01-07 19:00:00,SENSOR_001,Location_B,22.43,88.1,1023.62,62.5,active
2024-01-07 20:00:00,SENSOR_001,Location_B,18.84,85.3,1016.28,62.9,active
2024-01-07 21:00:00,SENSOR_001,Location_B,19.64,75.3,1009.21,52.7,active
2024-01-07 22:00:00,SENSOR_001,Location_B,,96.3,1008.98,59.3,active
2024-01-07 23:00:00,SENSOR_001,Location_B,17.22,91.0,1007.2,33.3,active
2024-01-08 00:00:00,SENSOR_001,Location_B,15.9,89.4,1018.53,53.2,active
2024-01-08 01:00:00,SENSOR_001,Location_B,19.56,78.0,1003.32,36.7,active
2024-01-08 02:00:00,SENSOR_001,Location_B,18.55,88.5,1005.91,32.4,active
2024-01-08 03:00:00,SENSOR_001,Location_B,16.97,92.5,1010.84,48.1,active
2024-01-08 04:00:00,SENSOR_001,Location_B,,92.4,995.29,18.1,active
2024-01-08 05:00:00,SENSOR_001,location_b,20.0,80.4,1011.4,35.3,active
2024-01-08 06:00:00,SENSOR_001,Location_B,23.84,82.7,1002.95,41.5,active
2024-01-08 07:00:00,SENSOR_001,Location_B,30.25,,1010.14,63.0,active
2024-01-08 08:00:00,SENSOR_001,Location_B,28.84,66.2,1014.06,88.4,active
2024-01-08 09:00:00,SENSOR_001,Location_B,31.02,71.1,1009.18,84.1,active
2024-01-08 10:00:00,SENSOR_001,Location_B,,62.1,1012.54,66.9,active
2024-01-08 11:00:00,SENSOR_001,Location_B,32.41,72.2,1018.45,45.0,active
2024-01-08 12:00:00,SENSOR_001,Location_B,32.84,70.9,1025.19,19.8,active
2024-01-08 13:00:00,SENSOR_001,Location_B,34.22,69.7,1015.31,50.5,active
2024-01-08 14:00:00,SENSOR_001,Location_B,30.24,70.6,1023.01,53.6,active
2024-01-08 15:00:00,SENSOR_001,Location_B,31.04,62.5,1016.3,64.6,active
2024-01-08 16:00:00,SENSOR_001,Location_B,27.67,75.1,1011.47,26.4,active
2024-01-08 17:00:00,SENSOR_001,Location_B,30.42,71.5,1032.34,82.7,active
2024-01-08 18:00:00,SENSOR_001,Location_B,22.48,83.0,1019.65,58.7,active
2024-01-08 19:00:00,SENSOR_001,Location_B,22.49,83.8,999.32,74.9,active
2024-01-08 20:00:00,SENSOR_001,Location_B,19.51,92.3,1021.03,17.9,active
2024-01-08 21:00:00,SENSOR_001,location_b,17.78,84.5,1025.81,71.4,active
2024-01-08 22:00:00,SENSOR_001,Location_B,16.68,98.2,992.81,58.4,active
2024-01-08 23:00:00,SENSOR_001,Location_B,16.07,85.1,999.56,77.6,active
2024-01-09 00:00:00,SENSOR_001,Location_B,17.73,83.8,1000.24,76.4,active
2024-01-09 01:00:00,SENSOR_001,Location_B,15.35,93.2,1017.06,67.2,active
2024-01-09 02:00:00,SENSOR_001,Location_B,22.3,83.8,1015.37,55.1,active
2024-01-09 03:00:00,SENSOR_001,Location_B,17.52,89.6,1013.16,59.8,active
2024-01-09 04:00:00,SENSOR_001,Location_B,17.06,81.6,1014.16,25.4,active
2024-01-09 05:00:00,SENSOR_001,Location_B,27.94,83.7,1018.87,48.0,active
2024-01-09 06:00:00,SENSOR_001,Location_B,27.68,65.1,1014.52,59.5,active
2024-01-09 07:00:00,SENSOR_001,Location_B,25.08,78.3,1012.14,75.0,active
2024-01-09 08:00:00,SENSOR_001,Location_B,26.6,73.7,1010.53,102.5,active
2024-01-09 09:00:00,SENSOR_001,Location_B,28.67,79.4,1026.26,103.4,active
2024-01-09 10:00:00,SENSOR_001,Location_B,32.59,68.7,997.12,35.9,active
2024-01-09 11:00:00,SENSOR_001,Location_B,32.55,63.5,1034.43,50.7,active
2024-01-09 12:00:00,SENSOR_001,Location_B,32.99,68.6,1018.09,52.8,active
2024-01-09 13:00:00,SENSOR_001,Location_B,34.29,53.4,1020.16,29.1,active
2024-01-09 14:00:00,SENSOR_001,Location_B,31.75,64.2,1005.08,54.4,active
2024-01-09 15:00:00,SENSOR_001,Location_B,28.75,62.0,1003.59,70.8,active
2024-01-09 16:00:00,SENSOR_001,Location_B,28.55,68.0,999.45,34.4,active
2024-01-09 17:00:00,SENSOR_001,Location_B,27.48,61.0,1007.23,93.6,active
2024-01-09 18:00:00,SENSOR_001,location_b,24.31,74.7,992.94,99.8,active
2024-01-09 19:00:00,SENSOR_001,Location_B,25.37,71.0,1019.93,83.5,active
2024-01-09 20:00:00,SENSOR_001,Location_B,22.73,74.1,1024.26,47.2,active
2024-01-09 21:00:00,SENSOR_001,Location_B,16.49,92.0,1004.73,52.1,active
2024-01-09 22:00:00,SENSOR_001,Location_B,17.42,90.9,1040.77,37.3,active
2024-01-09 23:00:00,SENSOR_001,Location_B,17.86,84.1,1031.57,47.0,active
2024-01-10 00:00:00,SENSOR_001,Location_B,17.93,83.8,1011.28,71.3,active
2024-01-10 01:00:00,SENSOR_001,Location_B,14.95,100.0,1017.83,70.2,active
2024-01-10 02:00:00,SENSOR_001,Location_B,17.71,89.5,1015.23,31.9,active
2024-01-10 03:00:00,SENSOR_001,Location_B,22.7,93.7,1006.41,51.8,active
2024-01-10 04:00:00,SENSOR_001,location_b,20.88,78.4,1020.1,26.9,active
2024-01-10 05:00:00,SENSOR_001,location_b,22.56,86.5,1023.94,62.4,active
2024-01-10 06:00:00,SENSOR_001,Location_B,24.51,83.6,1004.48,40.0,active
2024-01-10 07:00:00,SENSOR_001,Location_B,29.73,70.6,1009.72,65.2,active
2024-01-10 08:00:00,SENSOR_001,Location_B,27.72,73.2,1031.26,76.0,active
2024-01-10 09:00:00,SENSOR_001,Location_B,32.09,67.2,1020.4,57.6,active
2024-01-10 10:00:00,SENSOR_001,Location_B,,61.8,1008.98,31.3,active
2024-01-10 11:00:00,SENSOR_001,Location_B,31.36,61.4,996.25,79.3,active
2024-01-10 12:00:00,SENSOR_001,Location_B,30.36,64.7,998.09,26.8,active
2024-01-10 13:00:00,SENSOR_001,location_b,36.55,61.8,1029.27,58.1,active
2024-01-10 14:00:00,SENSOR_001,Location_B,31.52,61.9,1012.57,40.5,active
2024-01-10 15:00:00,SENSOR_001,Location_B,28.46,73.8,993.54,44.9,active
2024-01-10 16:00:00,SENSOR_001,Location_B,22.72,,1011.89,50.4,active
2024-01-10 17:00:00,SENSOR_001,Location_B,88.21,65.4,1014.4,92.5,maintenance
2024-01-10 18:00:00,SENSOR_001,Location_B,25.51,70.9,1001.93,81.6,active
2024-01-10 19:00:00,SENSOR_001,Location_B,24.17,83.8,1005.09,106.7,active
2024-01-10 20:00:00,SENSOR_001,Location_B,23.05,86.0,1013.91,47.0,active
2024-01-10 21:00:00,SENSOR_001,Location_B,22.13,79.7,1015.58,34.0,active
2024-01-10 22:00:00,SENSOR_001,Location_B,12.85,97.3,1024.69,29.3,active
2024-01-10 23:00:00,SENSOR_001,Location_B,14.71,94.7,1018.66,70.2,active
2024-01-11 00:00:00,SENSOR_001,Location_B,19.96,78.4,1011.19,45.7,active
2024-01-11 01:00:00,SENSOR_001,Location_B,16.91,88.3,1001.66,46.2,active
2024-01-11 02:00:00,SENSOR_001,Location_B,19.05,87.4,1020.09,59.9,active
2024-01-11 03:00:00,SENSOR_001,Location_B,17.72,84.5,1012.19,34.7,active
2024-01-11 04:00:00,SENSOR_001,Location_B,22.82,82.4,1020.89,46.7,active
2024-01-11 05:00:00,SENSOR_001,Location_B,23.05,,1002.57,11.9,active
2024-01-11 06:00:00,SENSOR_001,Location_B,25.48,81.1,999.3,51.2,maintenance
2024-01-11 07:00:00,SENSOR_001,Location_B,26.48,77.5,1017.51,75.8,active
2024-01-11 08:00:00,SENSOR_001,Location_B,28.38,67.6,1013.19,77.7,active
2024-01-11 09:00:00,SENSOR_001,Location_B,28.17,72.2,1018.66,94.2,active
2024-01-11 10:00:00,SENSOR_001,Location_B,31.03,71.3,1005.85,48.8,active
2024-01-11 11:00:00,SENSOR_001,Location_B,31.9,69.4,1007.21,54.7,active
2024-01-11 12:00:00,SENSOR_001,Location_B,30.75,69.5,1003.7,58.6,active
2024-01-11 13:00:00,SENSOR_001,Location_B,29.65,65.1,1020.25,47.2,active
2024-01-11 14:00:00,SENSOR_001,Location_B,32.06,64.5,1009.5,48.9,active
2024-01-11 15:00:00,SENSOR_001,location_b,29.53,62.6,1009.6,61.3,active
2024-01-11 16:00:00,SENSOR_001,Location_B,31.11,60.1,1014.95,44.2,active
2024-01-11 17:00:00,SENSOR_001,Location_B,25.96,72.4,1007.92,89.0,active
2024-01-11 18:00:00,SENSOR_001,Location_B,23.36,84.6,1016.42,56.1,active
2024-01-11 19:00:00,SENSOR_001,Location_B,24.39,84.0,1010.62,87.1,active
2024-01-11 20:00:00,SENSOR_001,Location_B,23.78,83.7,996.09,52.3,maintenance
2024-01-11 21:00:00,SENSOR_001,Location_B,16.48,79.9,1024.29,58.1,active
2024-01-11 22:00:00,SENSOR_001,Location_B,15.59,88.4,1013.59,36.6,active
2024-01-11 23:00:00,SENSOR_001,location_b,16.91,,1015.75,28.2,active
2024-01-12 00:00:00,SENSOR_001,Location_B,16.34,90.3,1009.51,30.8,active
2024-01-12 01:00:00,SENSOR_001,Location_B,17.12,92.0,1013.97,36.1,active
2024-01-12 02:00:00,SENSOR_001,Location_B,17.22,83.8,1010.3,76.6,active
2024-01-12 03:00:00,SENSOR_001,Location_B,19.06,88.8,1020.53,45.1,active
2024-01-12 04:00:00,SENSOR_001,Location_B,18.84,86.0,1014.77,49.0,active
2024-01-12 05:00:00,SENSOR_001,Location_B,20.68,87.0,1016.19,58.2,active
2024-01-12 06:00:00,SENSOR_001,Location_B,26.09,76.3,1003.97,49.2,active
2024-01-12 07:00:00,SENSOR_001,Location_B,28.3,77.8,1014.04,71.5,active
2024-01-12 08:00:00,SENSOR_001,Location_B,25.82,78.6,991.5,87.1,active
2024-01-12 09:00:00,SENSOR_001,Location_B,24.47,73.2,999.74,70.2,active
2024-01-12 10:00:00,SENSOR_001,Location_B,31.68,69.9,1031.63,67.4,active
2024-01-12 11:00:00,SENSOR_001,Location_B,35.45,68.7,1026.07,52.3,active
2024-01-12 12:00:00,SENSOR_001,Location_B,35.0,58.3,998.64,69.2,active
2024-01-12 13:00:00,SENSOR_001,Location_B,34.76,61.9,1010.26,39.6,active
2024-01-12 14:00:00,SENSOR_001,location_b,34.34,71.8,1024.04,42.7,active
2024-01-12 15:00:00,SENSOR_001,Location_B,29.26,62.4,1007.82,48.2,active
2024-01-12 16:00:00,SENSOR_001,Location_B,28.8,70.2,1009.98,51.1,active
2024-01-12 17:00:00,SENSOR_001,Location_B,27.89,72.2,1021.12,92.0,active
2024-01-12 18:00:00,SENSOR_001,Location_B,24.85,76.1,1002.17,73.8,active
2024-01-12 19:00:00,SENSOR_001,location_b,23.92,71.0,1020.16,85.4,active
2024-01-12 20:00:00,SENSOR_001,Location_B,18.84,82.9,1004.84,53.2,active
2024-01-12 21:00:00,SENSOR_001,Location_B,17.21,91.4,1019.97,30.9,active
2024-01-12 22:00:00,SENSOR_001,Location_B,19.86,82.5,1005.59,46.0,active
2024-01-12 23:00:00,SENSOR_001,Location_B,15.08,92.6,985.11,63.3,active
2024-01-13 00:00:00,SENSOR_001,Location_B,19.3,94.2,1003.7,71.1,active
2024-01-13 01:00:00,SENSOR_001,Location_B,19.89,100.0,1022.32,57.4,active
2024-01-13 02:00:00,SENSOR_001,Location_B,19.95,90.3,1013.97,42.9,active
2024-01-13 03:00:00,SENSOR_001,Location_B,18.71,97.8,1009.09,51.2,active
2024-01-13 04:00:00,SENSOR_001,Location_B,21.21,84.8,1022.76,29.3,active
2024-01-13 05:00:00,SENSOR_001,location_b,23.39,78.3,1026.78,50.6,active
2024-01-13 06:00:00,SENSOR_001,Location_B,26.46,72.0,1014.84,56.6,active
2024-01-13 07:00:00,SENSOR_001,Location_B,28.27,75.2,1017.73,96.7,active
2024-01-13 08:00:00,SENSOR_001,location_b,26.21,73.9,987.09,70.1,active
2024-01-13 09:00:00,SENSOR_001,Location_B,32.61,68.1,1027.18,105.7,active
2024-01-13 10:00:00,SENSOR_001,Location_B,31.34,62.1,1017.59,45.6,active
2024-01-13 11:00:00,SENSOR_001,Location_B,34.53,69.4,1011.71,50.6,active
2024-01-13 12:00:00,SENSOR_001,Location_B,30.25,61.5,1012.59,75.8,active
2024-01-13 13:00:00,SENSOR_001,Location_B,29.67,65.7,1026.69,53.3,active
2024-01-13 14:00:00,SENSOR_001,Location_B,32.96,78.0,1000.42,61.4,active
2024-01-13 15:00:00,SENSOR_001,Location_B,31.23,68.3,1021.12,59.0,active
2024-01-13 16:00:00,SENSOR_001,Location_B,27.78,63.6,1036.94,55.8,active
2024-01-13 17:00:00,SENSOR_001,Location_B,30.37,65.7,998.74,96.8,active
2024-01-13 18:00:00,SENSOR_001,location_b,24.01,79.7,1019.8,67.2,active
2024-01-13 19:00:00,SENSOR_001,Location_B,21.22,71.0,1012.11,113.7,active
2024-01-13 20:00:00,SENSOR_001,Location_B,19.7,,1007.53,38.8,active
2024-01-13 21:00:00,SENSOR_001,Location_B,18.12,79.8,1005.22,43.6,active
2024-01-13 22:00:00,SENSOR_001,Location_B,20.18,79.7,1018.24,43.3,active
